Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVSAT8,Agile Energy - Calvary Flora - 260kW PV w SGU - SA,SA,0.2651,5033,Solar,28/07/2023,Unsuspended,0,n/a
SRPVTA18,Bunnings Mornington - Solar- TAS,TAS,0.28,7018,Solar,28/07/2023,Unsuspended,0,n/a
SRPVSAT9,HPS Transport- Solar- SA,SA,0.2937,5010,Solar,28/07/2023,Unsuspended,0,n/a
SRPXVCF3,Bunnings Rosebud - Solar- VIC,VIC,0.16,3939,Solar,31/07/2023,Unsuspended,0,n/a
SRPXVCF6,Bunnings Warragul - Solar- VIC,VIC,0.3,3820,Solar,31/07/2023,Unsuspended,0,n/a
SRPXNSK1,Mazda Blacktown - Solar w SGU - NSW,NSW,0.2998,2148,Solar,31/07/2023,Unsuspended,0,n/a
SRPVTA19,Old Tudor 195.8kW - Solar w SGU - TAS,TAS,0.1958,7250,Solar,31/07/2023,Unsuspended,0,n/a
SRPXVCF7,OLERS - Steamatic-Fisher's Cleaning Pty Ltd - Solar - VIC,VIC,0.154,3195,Solar,31/07/2023,Unsuspended,0,n/a
SRPXNSK7,18 Loyalty Road - Solar - NSW,NSW,0.1663,2151,Solar,2/08/2023,Unsuspended,0,n/a
SRPXNSL0,AU543 Erskine Park Bdg E 33-83 Quarry - Solar - NSW,NSW,0.2494,2759,Solar,2/08/2023,Unsuspended,0,n/a
SRPXNSK9,AU543 Pack Centre B 15-23 Quarry Rd - Solar - NSW,NSW,0.2691,2759,Solar,2/08/2023,Unsuspended,0,n/a
SRPXNSK8,Autopak-Vetlab Group - 178kW - Solar w SGU - NSW,NSW,0.178,2760,Solar,2/08/2023,Unsuspended,0,n/a
SRPVSAU0,Woolworths Victor Harbor SM 5653 - Solar - SA,SA,0.2714,5211,Solar,2/08/2023,Unsuspended,0,n/a
SRPXNSL2,Woolworths Shellharbour 1197 - Solar - NSW,NSW,0.3997,2529,Solar,3/08/2023,Unsuspended,0,n/a
SRPXNSL1,"Lambridge Place, Penrith - Solar w SGU - NSW",NSW,0.3696,2750,Solar,4/08/2023,Unsuspended,0,n/a
SRPVWAI0,Narrakine Hay - Solar - WA,WA,0.44,6391,Solar,7/08/2023,Unsuspended,0,n/a
SRPXQL32,Kelly Consolidated Rangeville - Solar w SGU - QLD,QLD,0.2443,4350,Solar,10/08/2023,Unsuspended,0,n/a
SRPVNT75,Robertson Barracks Solar Farm - Solar - NT,NT,10.9024,0830,Solar,10/08/2023,Unsuspended,0,n/a
SRPXQL33,Nambour Selangor Private Hospital - 189.5kW - Solar w SGU - QLD,QLD,0.1895,4560,Solar,11/08/2023,Unsuspended,0,n/a
SRPXNSL5,Dairy Farm Mathoura - Solar w SGU - NSW,NSW,0.1711,2710,Solar,14/08/2023,Unsuspended,0,n/a
SRPXNSL4,Deniliquin RSL Microgrid - Solar - NSW,NSW,0.2756,2710,Solar,15/08/2023,Unsuspended,0,n/a
SRPXVCF9,OLERS - RUTHERGLEN IGA - Solar - VIC,VIC,0.1403,3685,Solar,15/08/2023,Unsuspended,0,n/a
SRPVSAU2,Agile Energy - Treadwell - 230kW Solar w SGU - SA,SA,0.2295,5255,Solar,16/08/2023,Unsuspended,0,n/a
SRPXNSM0,Redmud Green Energy 148 Pty Ltd - Solar - NSW,NSW,6.4353,2647,Solar,16/08/2023,Unsuspended,0,n/a
SRPXNS92,Redmud Green Energy 147 Pty Ltd - Solar - NSW,NSW,6.435,2350,Solar,21/08/2023,Unsuspended,0,n/a
SRPXNSL7,VEROSOL (AUSTRALIA) PTY. LTD - Solar w SGU - NSW,NSW,0.2998,2212,Solar,22/08/2023,Unsuspended,0,n/a
SRPXNSL8,AU643 The Iconic 19 Berry St - Solar - NSW,NSW,0.2889,2142,Solar,23/08/2023,Unsuspended,0,n/a
SRPVWAI3,Garden Well-Solar-WA,WA,9.3991,6440,Solar,23/08/2023,Unsuspended,0,n/a
SRPVWAI1,Sandstone Renewable Energy Facility - Solar and BESS - WA,WA,0.1635,6639,Solar,23/08/2023,Unsuspended,0,n/a
SRPXNSL6,Agile Energy - Calvary Kogarah Hospital - 200kW Solar w SGU - NSW,NSW,0.2,2217,Solar,25/08/2023,Unsuspended,0,n/a
SRPXVCG0,Bunnings Altona - Solar - VIC,VIC,0.2204,3025,Solar,29/08/2023,Unsuspended,0,n/a
SRPXVCG1,Bunnings Clyde North - Solar - VIC,VIC,0.3,3978,Solar,29/08/2023,Unsuspended,0,n/a
WD00NS22,FLYERS CREEK WIND FARM-WIND-NSW,NSW,145.54,2791,Wind,31/08/2023,Unsuspended,0,n/a
SRPVWAF8,Leinster Solar Farm - WA,WA,10.7584,6437,Solar,31/08/2023,Unsuspended,0,n/a
SRPVWAF9,Mt Keith Solar Farm - WA,WA,27.3893,6646,Solar,31/08/2023,Unsuspended,0,n/a
SRPXQL37,Southern Steel Properties - Solar - QLD,QLD,0.2997,4076,Solar,31/08/2023,Unsuspended,0,n/a
SRPXNSM2,Bingo MPC2 - Solar - NSW,NSW,1.0485,2766,Solar,5/09/2023,Unsuspended,0,n/a
SRPXVCG2,CleanPeak Energy - Ferntree - Solar - VIC,VIC,0.1805,3168,Solar,6/09/2023,Unsuspended,0,n/a
SRPVWAI2,Binduli Renewables - Solar - WA,WA,2.336,6430,Solar,7/09/2023,Unsuspended,0,n/a
SRPXQL42,Ecolab Darra - Solar - QLD,QLD,0.292,4076,Solar,8/09/2023,Suspended,0,n/a
SRPXQL43,19th Avenue Shopping Centre Elanora - Solar w SGU - QLD,QLD,0.25,4221,Solar,13/09/2023,Unsuspended,0,n/a
SRPXNSM1,AU144/179 Oakdale West 4E (Woolworths) - Solar - NSW,NSW,0.7498,2178,Solar,13/09/2023,Unsuspended,0,n/a
SRPXNSL3,AU146 Cumberland Industrial Estate - Solar w SGU - NSW,NSW,0.1997,2164,Solar,13/09/2023,Unsuspended,0,n/a
SRPXQL35,AU265 Rochedale Motorway Estate - Solar - QLD,QLD,0.356,4123,Solar,13/09/2023,Unsuspended,0,n/a
SRPXNSM3,"Australia Post (Admin & Parcel Buildings) - Ralph St, Alexandria - Solar w SGU - NSW",NSW,0.4724,2015,Solar,13/09/2023,Unsuspended,0,n/a
SRPXNSM4,Eastern Creek Quarters (Frasers) - Solar W SGU - NSW,NSW,0.2997,2766,Solar,13/09/2023,Unsuspended,0,n/a
SRPXQL45,Retail First Sunnybank Hills-Solar-QLD,QLD,0.9997,4109,Solar,13/09/2023,Unsuspended,0,n/a
SRPVSAU4,Woolworths Renmark 5608 - Solar - SA,SA,0.3151,5341,Solar,13/09/2023,Unsuspended,0,n/a
SRPVSAU3,Woolworths Whyalla Westland 5635 - Solar - SA,SA,0.3473,5608,Solar,13/09/2023,Unsuspended,0,n/a
SRPVWAI4,Pilgangoora-Solar-WA,WA,5.9875,6760,Solar,14/09/2023,Unsuspended,0,n/a
SRPXNSM8,Darrell Lea Ingleburn - Solar - NSW,NSW,1.4701,2565,Solar,19/09/2023,Unsuspended,0,n/a
SRPVSAU5,Sarstedt - Mawson Lakes - Solar - SA,SA,0.8222,5095,Solar,20/09/2023,Unsuspended,0,n/a
SRPXQL48,Woolworths DC Larapinta 2993 - Solar - QLD,QLD,1.6937,4110,Solar,20/09/2023,Unsuspended,0,n/a
SRPXNSM9,Woolworths Leppington 1024 - Solar - NSW,NSW,0.3533,2179,Solar,20/09/2023,Unsuspended,0,n/a
SRPXQL41,Yamanto Central - Solar w SGU- QLD,QLD,1.3325,4305,Solar,20/09/2023,Unsuspended,0,n/a
SRPXQL49,Big Tyre Rockville - Solar w SGU - QLD,QLD,0.2309,4350,Solar,21/09/2023,Unsuspended,0,n/a
SRPXNSN1,BIG W Inverell 116 - Solar - NSW,NSW,0.1996,2360,Solar,21/09/2023,Unsuspended,0,n/a
SRPXVCG3,Conti Orchards - Solar w SGU - VIC,VIC,0.1702,3644,Solar,21/09/2023,Unsuspended,0,n/a
SRPXVCG4,DHLS Truganina WH1 - Solar - VIC,VIC,0.1998,3029,Solar,21/09/2023,Unsuspended,0,n/a
SRPXVCG5,DHLS Truganina WH2 - Solar - VIC,VIC,0.1998,3029,Solar,21/09/2023,Unsuspended,0,n/a
SRPXNSN2,Dimmar Minto - Solar w SGU - NSW,NSW,0.4086,2566,Solar,22/09/2023,Unsuspended,0,n/a
SRPXNSN5,AU875 Moorebank 4 Secombe PL - Solar - NSW,NSW,0.2403,2170,Solar,25/09/2023,Unsuspended,0,n/a
SRPXNSN4,Dimmar Pendle Hill - Solar w SGU - NSW,NSW,0.1926,2145,Solar,25/09/2023,Unsuspended,0,n/a
SRPVNT76,Woolworths Leanyer 5659 - Solar - NT,NT,0.2199,0812,Solar,25/09/2023,Unsuspended,0,n/a
SRPXNSN6,Bathurst - Solar -NSW,NSW,0.664,2795,Solar,26/09/2023,Unsuspended,0,n/a
SRPVWAI5,Karratha Leisureplex PV System - Solar - WA,WA,0.8018,6714,Solar,26/09/2023,Unsuspended,0,n/a
SRPXNSN0,Oran Park Commercial 2- Solar- NSW,NSW,0.1659,2570,Solar,26/09/2023,Unsuspended,0,n/a
SRPXQL50,Robina Central- Solar - QLD,QLD,0.212,4226,Solar,26/09/2023,Unsuspended,0,n/a
SRPXNSN3,Agile Energy - Evermore - 277kW Solar w SGU - NSW,NSW,0.2776,2428,Solar,27/09/2023,Unsuspended,0,n/a
SRPXNSO0,Eilbeck cranes Moss Vale - Solar w SGU - NSW,NSW,0.458,2577,Solar,27/09/2023,Unsuspended,0,n/a
SRPVAC40,1 National Circuit Barton - Solar w SGU - ACT,ACT,0.1656,2600,Solar,28/09/2023,Unsuspended,0,n/a
SRPVAC39,3-5 National Circuit Barton - Solar w SGU - ACT,ACT,0.1656,2600,Solar,28/09/2023,Unsuspended,0,n/a
SRPXVCG6,"Karingal Hub, Frankston - Solar - VIC",VIC,0.51,3199,Solar,28/09/2023,Unsuspended,0,n/a
SRPXQL51,Nu-Pure Unit Trust - Solar w SGU - QLD,QLD,0.5864,4207,Solar,28/09/2023,Unsuspended,0,n/a
SRPXQL52,Woolworths Sandgate 2605 - Solar - QLD,QLD,0.2714,4017,Solar,28/09/2023,Unsuspended,0,n/a
SRPXQL44,28 Weyba St - Solar - QLD,QLD,0.149,4014,Solar,3/10/2023,Unsuspended,0,n/a
SRPXNSO2,Fletchers International Grain Terminal - Solar w SGU - NSW,NSW,0.5017,2830,Solar,4/10/2023,Unsuspended,0,n/a
SRPXQL53,Redwing (Ashmore) Pty Ltd - Solar w SGU - QLD,QLD,0.2525,4217,Solar,4/10/2023,Unsuspended,0,n/a
SRPVWAI6,Tuckabianna-Solar-WA,WA,6.0429,6640,Solar,5/10/2023,Unsuspended,0,n/a
SRPXNSO1,Coleambally-Solar-NSW,NSW,7.2128,2707,Solar,9/10/2023,Unsuspended,0,n/a
SRPXVCG7,Ingenia Solar PV Vic,VIC,0.552,3644,Solar,9/10/2023,Unsuspended,0,n/a
SRPVWAI8,BP Shinju Broome-Solar w SGU-WA,WA,0.2501,6725,Solar,10/10/2023,Unsuspended,0,n/a
SRPXNSM7,Minto PPA- Solar - NSW,NSW,0.2926,2566,Solar,10/10/2023,Unsuspended,0,n/a
SRPVWAI7,SOUTHERN STEEL (WA) PTY LIMITED - Solar w SGU - WA,WA,0.306,6165,Solar,10/10/2023,Unsuspended,0,n/a
SRPXQL56,Great Western Harristown -Solar w SGU - QLD,QLD,0.2004,4350,Solar,12/10/2023,Unsuspended,0,n/a
SRPXNSN7,ELF FARM SUPPLIES_System 1 - Solar w SGU - NSW,NSW,0.2735,2756,Solar,13/10/2023,Unsuspended,0,n/a
SRPXNSN8,ELF FARM SUPPLIES_System 2 - Solar w SGU - NSW,NSW,0.7819,2756,Solar,13/10/2023,Unsuspended,0,n/a
SRPXNSN9,ELF FARM SUPPLIES_System 3 - Solar w SGU - NSW,NSW,0.5129,2756,Solar,13/10/2023,Unsuspended,0,n/a
SRPXNSO6,AU144/178 Oakdale West 3B1 - Solar - NSW,NSW,0.2501,2178,Solar,16/10/2023,Unsuspended,0,n/a
SRPXNSO5,AU144/178 Oakdale West 3B2 - Solar - NSW,NSW,0.2501,2178,Solar,16/10/2023,Unsuspended,0,n/a
SRPVWAI9,Broome SHS- Solar - WA,WA,0.2744,6725,Solar,16/10/2023,Unsuspended,0,n/a
SRPXNSO8,PEPE'S DUCKS WALKER ST - SOLAR w SGU - NSW,NSW,0.4685,2756,Solar,16/10/2023,Unsuspended,0,n/a
SRPVWAJ0,Balline Lucky Bay Wind Farm-Wind-WA,WA,4.2,6535,Wind,19/10/2023,Unsuspended,0,n/a
SRPXQL57,Bunnings Hervey Bay - Solar - QLD,QLD,0.5,4655,Solar,19/10/2023,Unsuspended,0,n/a
SRPXQL58,Marsh Alliance Carole Park - Solar w SGU - QLD,QLD,0.3682,4300,Solar,23/10/2023,Unsuspended,0,n/a
SRPXQL59,Revolution Narangba - Solar - QLD,QLD,0.1558,4504,Solar,23/10/2023,Unsuspended,0,n/a
SRPXNSP0,Woolworths Aberglasslyn 1410 - Solar - NSW,NSW,0.1969,2320,Solar,23/10/2023,Unsuspended,0,n/a
SRPXNSP1,Woolworths Forster 1177 - Solar - NSW,NSW,0.3257,2428,Solar,23/10/2023,Unsuspended,0,n/a
SRPVSAU7,Woolworths Mt Barker South 5098 - Solar - SA,SA,0.2374,5251,Solar,23/10/2023,Unsuspended,0,n/a
SRPXNSP4,AU525 Oakdale South 2B1 - Solar - NSW,NSW,0.3508,2178,Solar,24/10/2023,Unsuspended,0,n/a
SRPVTA21,Bunnings Burnie - Solar - TAS,TAS,0.22,7320,Solar,24/10/2023,Unsuspended,0,n/a
SRPVTA22,Bunnings Glenorchy - Solar - TAS,TAS,0.4,7010,Solar,24/10/2023,Unsuspended,0,n/a
SRPXNSP2,Bunnings Narellan - Solar - NSW,NSW,0.16,2567,Solar,24/10/2023,Unsuspended,0,n/a
SRPXNSO9,Green Peak Energy - Agboss Albury - Solar w SGU - NSW,NSW,0.1997,2640,Solar,24/10/2023,Unsuspended,0,n/a
SRPXNSP3,Wideline Joule Place - Solar w SGU - NSW,NSW,0.4061,2259,Solar,24/10/2023,Unsuspended,0,n/a
SRPVSAU8,Yadlamalka - Solar - SA,SA,6.0091,5540,Solar,24/10/2023,Unsuspended,0,n/a
SRPXQL60,Bunnings Stafford - Solar - QLD,QLD,0.34,4053,Solar,25/10/2023,Unsuspended,0,n/a
SRPXNSP5,Dubbo-Solar-NSW,NSW,7.2128,2830,Solar,26/10/2023,Unsuspended,0,n/a
SRPXQL73,"Hackett Terrace, Richmond Hill - Solar w SGU-QLD",QLD,0.6173,4820,Solar,26/10/2023,Unsuspended,0,n/a
SRPVSAU9,Loxton - Solar - SA,SA,0.198,5333,Solar,26/10/2023,Unsuspended,0,n/a
SRPVSAT7,State Herbarium - Solar(wSGU) - Adelaide - SA,SA,0.1792,5000,Solar,26/10/2023,Unsuspended,0,n/a
SRPXNSP6,315 Parramatta Road- Solar - NSW,NSW,0.1502,2144,Solar,30/10/2023,Unsuspended,0,n/a
SRPVNSV7,Bunnings Kempsey South - Solar - NSW,NSW,0.25,2440,Solar,31/10/2023,Unsuspended,0,n/a
SRPXNSO4,SCG Hornsby - Solar - NSW,NSW,0.5088,2077,Solar,31/10/2023,Unsuspended,0,n/a
SRPXNSO7,SCG Tuggerah - Solar - NSW,NSW,1.3508,2259,Solar,31/10/2023,Unsuspended,0,n/a
SRPXQL54,GLOBAL FOOD & WINE (BRIS) - SOLAR W SGU - QLD,QLD,0.19,4012,Solar,1/11/2023,Unsuspended,0,n/a
SRPVSAV5,Mannum 2 Solar Farm - Solar - SA,SA,39.2522,5238,Solar,1/11/2023,Unsuspended,0,n/a
SRPXQL64,Vaxxas Hamilton - Solar w SGU - QLD,QLD,0.198,4007,Solar,1/11/2023,Unsuspended,0,n/a
SRPXQL63,115 Frederick Street - Solar - QLD,QLD,0.292,4013,Solar,2/11/2023,Unsuspended,0,n/a
SRPXVCG9,Alsco - Solar w SGU - VIC,VIC,0.2295,3011,Solar,2/11/2023,Unsuspended,0,n/a
SRPXQL65,Brendale Asphalt Plant - Solar w SGU - QLD,QLD,0.2617,4500,Solar,2/11/2023,Unsuspended,0,n/a
SRPVWAJ2,Cue -Renewable Energy Facility-Solar -WA,WA,0.2594,6640,Solar,3/11/2023,Unsuspended,0,n/a
SRPXQL66,AU260 Rochedale Motorway Estate - Solar - QLD,QLD,0.414,4123,Solar,8/11/2023,Unsuspended,0,n/a
SRPXQL67,AU267 Rochedale Motorway Estate - Solar - QLD,QLD,0.2815,4123,Solar,8/11/2023,Unsuspended,0,n/a
SRPXQL61,Sisters Of St Paul De Chartres - Solar w SGU - QLD,QLD,0.2593,4124,Solar,8/11/2023,Unsuspended,0,n/a
SRPXNSE3,"Casswell Terrace, McDougalls Hill - Solar - NSW",NSW,0.211,2330,Solar,9/11/2023,Unsuspended,0,n/a
SRPVSAU6,Redmud Green Energy 124 - Solar - SA,SA,0.6771,5341,Solar,9/11/2023,Unsuspended,0,n/a
SRPXVCH5,SIGNCRAFT PTY - Solar - VIC,VIC,0.198,3025,Solar,9/11/2023,Unsuspended,0,n/a
SRPXNSP8,Scholastic Lisarow - Solar w SGU - NSW,NSW,0.3601,2250,Solar,10/11/2023,Unsuspended,0,n/a
SRPXNS93,Redmud Green Energy 165 Pty Ltd - Solar - NSW,NSW,6.401,2825,Solar,11/11/2023,Unsuspended,0,n/a
SRPVSAV1,CCEP Salisbury - Solar - SA,SA,0.2616,5106,Solar,13/11/2023,Unsuspended,0,n/a
SRPXNSP9,Tanilba Bay WWTW - Solar - NSW,NSW,0.199,2319,Solar,13/11/2023,Unsuspended,0,n/a
SRPXQL75,AU372 Port Industry Park - Solar w SGU- QLD,QLD,0.3522,4178,Solar,14/11/2023,Unsuspended,0,n/a
SRPXNSQ1,Australia Post: Sydney Gateway Facility (SGF) - Solar - NSW,NSW,0.7001,2142,Solar,14/11/2023,Unsuspended,0,n/a
SRPXNSQ0,Australia Post: Sydney West Letters Facility (SWLF) - Solar - NSW,NSW,0.8611,2135,Solar,14/11/2023,Unsuspended,0,n/a
SRPXNSM5,Energy Bay - B&J (City Kitchen) - Solar wSGU - NSW,NSW,0.9237,2148,Solar,14/11/2023,Unsuspended,0,n/a
SRPVWAJ3,Fortnum-Solar-WA,WA,5.4936,6642,Solar,14/11/2023,Unsuspended,0,n/a
SRPXQL76,AU001 Trade St Lytton Complex - Solar - QLD,QLD,0.8018,4178,Solar,16/11/2023,Unsuspended,0,n/a
SRPVWAJ4,National Lintels - Solar - WA,WA,0.2245,6165,Solar,16/11/2023,Unsuspended,0,n/a
SRPVSAV3,Woolworths Millicent 5647 - Solar - SA,SA,0.2052,5280,Solar,17/11/2023,Unsuspended,0,n/a
SRPVSAV2,Woolworths Naracoorte 5602 - Solar - SA,SA,0.2751,5271,Solar,17/11/2023,Unsuspended,0,n/a
SRPXVCH7,Morwell Bowling Club - Solar wSGU - VIC,VIC,0.1991,3840,Solar,20/11/2023,Unsuspended,0,n/a
SRPXVCH8,"Horsburgh Drive, Altona North - Solar w SGU - VIC",VIC,0.2025,3025,Solar,21/11/2023,Unsuspended,0,n/a
SRPXQL79,St Josephs Mt Isa - Solar w SGU - QLD,QLD,0.1453,4825,Solar,21/11/2023,Unsuspended,0,n/a
SRPXQL62,Energy Bay - Deception Bay - Solar wSGU - QLD,QLD,0.64,4508,Solar,24/11/2023,Unsuspended,0,n/a
SRPXQL74,Energy Bay - Healius Murarrie - Solar wSGU - QLD,QLD,0.3592,4172,Solar,24/11/2023,Unsuspended,0,n/a
SRPXQL77,Energy Bay - Keppel Bay Plaza - Solar wSGU - QLD,QLD,0.1872,4703,Solar,24/11/2023,Unsuspended,0,n/a
WD00WA26,FLATROCKS_WF1 - Wind Farm - WA,WA,75.6,6395,Wind,26/11/2023,Unsuspended,0,n/a
SRPVWAJ5,Broome Residential College - Solar - WA,WA,0.1595,6725,Solar,27/11/2023,Unsuspended,0,n/a
SRPXNSQ5,AU169 Aust Post Oakdale West 2A - Solar - NSW,NSW,0.75,2178,Solar,28/11/2023,Unsuspended,0,n/a
SRPXNSQ4,AU169 GOOD107 Goodman Oakdale West 2A - Solar - NSW,NSW,0.7504,2178,Solar,28/11/2023,Unsuspended,0,n/a
SRPXVCE7,Cosgrove Solar - Vic,VIC,7.4356,3631,Solar,28/11/2023,Unsuspended,0,n/a
SRPXVCH4,Signature Care Officer Community Aged Care - Solar w SGU - VIC,VIC,0.1998,3809,Solar,28/11/2023,Unsuspended,0,n/a
SRPXVCM0,Shepparton Private Hospital - 318kW - Solar w SGU - VIC,VIC,0.318,3630,Solar,29/11/2023,Unsuspended,0,n/a
SRPXVCJ6,Bunnings Dandenong - Solar - VIC,VIC,0.28,3175,Solar,30/11/2023,Unsuspended,0,n/a
SRPXNSQ3,WaSS Bega Depot and WTP - Solar - NSW,NSW,0.2852,2550,Solar,1/12/2023,Unsuspended,0,n/a
SRPVNT77,BARKLY HOMESTEAD- OFFGRID-SOLAR-NT,NT,0.45,0862,Solar,2/12/2023,Unsuspended,0,n/a
SRPVTA23,Bell Bay Solar Project - Solar - TAS,TAS,8.5152,7253,Solar,4/12/2023,Unsuspended,0,n/a
SRPXNSQ8,Big W Parkes 133 - Solar - NSW,NSW,0.1996,2870,Solar,4/12/2023,Unsuspended,0,n/a
SRPXNSQ7,Charter Hall Eastern Creek-Solar-NSW,NSW,2.0001,2766,Solar,4/12/2023,Unsuspended,0,n/a
SRPVSAV6,Redmud Green Energy 173 Pty Ltd - Solar - SA,SA,6.3568,5554,Solar,4/12/2023,Unsuspended,0,n/a
SRPVVCT9,Glenrowan Solar Farm - VIC,VIC,130.0018,3675,Solar,5/12/2023,Unsuspended,0,n/a
SRPXVCH3,Greentech 8 Solar Farm & BESS - Solar - VIC,VIC,6.513,3570,Solar,5/12/2023,Unsuspended,0,n/a
SRPVAC41,BIG W Canberra Airport 191 - Solar - ACT,ACT,0.1998,2609,Solar,7/12/2023,Unsuspended,0,n/a
SRPXVCH6,Bendigo Project Solar Farm & BESS - Solar - VIC,VIC,7.02,3557,Solar,8/12/2023,Unsuspended,0,n/a
SRPXQL81,Smithfield Sapphire Feedlot - Solar w SGU - QLD,QLD,0.3482,4390,Solar,8/12/2023,Unsuspended,0,n/a
SRPXVCI6,Bayswater Downer Roads - Solar wSGU - VIC,VIC,0.1471,3153,Solar,11/12/2023,Unsuspended,0,n/a
SRPVNT78,Expansive Unit Trust - Solar - NT,NT,0.2304,0810,Solar,11/12/2023,Unsuspended,0,n/a
SRPXVCI7,Pumpa Manufacturing - Solar - VIC,VIC,0.1702,3585,Solar,12/12/2023,Unsuspended,0,n/a
SRPXNSQ9,Bankstown Courthouse - Solar - NSW,NSW,0.15,2200,Solar,13/12/2023,Unsuspended,0,n/a
SRPXNSR2,Mount Druitt Courthouse - Solar - NSW,NSW,0.15,2770,Solar,13/12/2023,Unsuspended,0,n/a
SRPXNSR0,Parramatta Children's Court - Solar - NSW,NSW,0.23,2150,Solar,13/12/2023,Unsuspended,0,n/a
SRPXNSR1,Parramatta Courthouse - Solar - NSW,NSW,0.185,2150,Solar,13/12/2023,Unsuspended,0,n/a
BEBGQL37,Urban Utilities Luggage Point Cogen - Biogas - QLD,QLD,2.242,4008,Biomass,13/12/2023,Unsuspended,0,n/a
SRPXNSR3,Interfine Investments Pty Ltd - 416kW - Solar - NSW,NSW,0.416,2086,Solar,14/12/2023,Unsuspended,0,n/a
SRPVWAJ7,Wesley College South Perth - Solar- WA,WA,0.5986,6151,Solar,15/12/2023,Unsuspended,0,n/a
SRPXVCI8,Australia Post: Dandenong Letters Centre (DLC) - Solar - VIC,VIC,0.7503,3175,Solar,18/12/2023,Unsuspended,0,n/a
SRPXNSQ2,ROBE SOLAR FARM - Solar - NSW,NSW,2.8426,2650,Solar,18/12/2023,Unsuspended,0,n/a
SRPXQL82,Southern Steel Properties (77 Coulson St) - Solar w SGU - QLD,QLD,0.3003,4076,Solar,20/12/2023,Unsuspended,0,n/a
SRPXVCJ0,AU729 Chifley BP 3Federation - Solar - VIC,VIC,0.156,3194,Solar,21/12/2023,Unsuspended,0,n/a
SRPXVCI9,AU729 Chifley BP 5ChifleyDr - Solar - VIC,VIC,0.2486,3194,Solar,21/12/2023,Unsuspended,0,n/a
SRPXNSR4,Sylvan Australia - Solar w SGU - NSW,NSW,0.1807,2753,Solar,21/12/2023,Unsuspended,0,n/a
SRPXQL83,Woolworths Bellmere 2015 - Solar - QLD,QLD,0.2318,4510,Solar,21/12/2023,Unsuspended,0,n/a
SRPXVCJ1,HBCC Civic Centre Altona - Solar - VIC,VIC,0.4078,3018,Solar,22/12/2023,Unsuspended,0,n/a
SRPXVCJ2,HBCC Swim Centre Altona - Solar - VIC,VIC,0.2788,3025,Solar,22/12/2023,Unsuspended,0,n/a
SRPXNSR6,Interfine Investments Pty Ltd - 384kW - Solar - NSW,NSW,0.384,2086,Solar,22/12/2023,Unsuspended,0,n/a
SRPVWAJ6,IKAD Sparks Rd w SGU - Solar - WA,WA,0.363,6166,Solar,4/01/2024,Unsuspended,0,n/a
SRPXVCJ3,Brickworks Rd Bendigo East - Solar - VIC,VIC,0.4747,3550,Solar,9/01/2024,Unsuspended,0,n/a
SRPXNSR7,Holbeche Rd Arndell Park - Solar w SGU - NSW,NSW,0.2627,2148,Solar,9/01/2024,Unsuspended,0,n/a
SRPVSAV4,Watervale Dr Green Fields - Solar w SGU - SA,SA,0.3956,5107,Solar,9/01/2024,Unsuspended,0,n/a
SRPXNSS1,UTS Building A/B - Solar - NSW,NSW,0.5396,2019,Solar,11/01/2024,Unsuspended,0,n/a
SRPXNSS2,AU865 PortAir Industrial Estate - Solar - NSW,NSW,0.1886,2019,Solar,15/01/2024,Unsuspended,0,n/a
SRPXNSS3,AU870 Interchange Pk 7 Interchange - Solar w SGU - NSW,NSW,0.6343,2766,Solar,15/01/2024,Unsuspended,0,n/a
SRPXVCJ4,Austral Plant Services Dandenong Ext - Solar w SGU - VIC,VIC,0.1797,3175,Solar,16/01/2024,Unsuspended,0,n/a
SRPXNSS4,Goodman Amazon Kemps Creek - Solar - NSW,NSW,3,2178,Solar,16/01/2024,Unsuspended,0,n/a
SRPXNSS0,Lake Edge Resort- Solar W SGU- NSW,NSW,0.1723,2647,Solar,16/01/2024,Unsuspended,0,n/a
SRPXQL84,Woolworths Ayr 2563 - Solar - QLD,QLD,0.2162,4807,Solar,16/01/2024,Unsuspended,0,n/a
SRPXVCJ5,Dexus Elders - Solar - VIC,VIC,0.35,3023,Solar,17/01/2024,Unsuspended,0,n/a
SRPXVCI0,My Muscle Chef - Yennora - Solar w SGU - NSW,NSW,0.5503,2161,Solar,17/01/2024,Unsuspended,0,n/a
SRPXNSS6,Narrandera-Solar-NSW,NSW,7.2128,2700,Solar,17/01/2024,Unsuspended,0,n/a
SRPXNSS7,PEPE'S DUCKS HAM ST - SOLAR - NSW,NSW,0.2047,2756,Solar,18/01/2024,Unsuspended,0,n/a
SRPXQL85,Blue Care Carina - Solar - QLD,QLD,0.3681,4152,Solar,22/01/2024,Unsuspended,0,n/a
SRPXQL87,Blue Care Mt Louisa - Solar w SGU - QLD,QLD,0.3215,4814,Solar,22/01/2024,Unsuspended,0,n/a
SRPXQL86,Blue Care Redcliffe - Solar w SGU - QLD,QLD,0.2202,4020,Solar,22/01/2024,Unsuspended,0,n/a
SRPXNSS8,CCLHD - Wyong Hospital - Solar - NSW,NSW,0.677,2259,Solar,22/01/2024,Unsuspended,0,n/a
SRPXNSS9,Signature Care Wagga Wagga Community Aged Care w SGU - Solar - NSW,NSW,0.1998,2650,Solar,22/01/2024,Unsuspended,0,n/a
